MESSAGE_ID	USER_NAME	USER_ID	MESSAGE_TYPE	CONTENT	USER_STATUS	TIMESTAMP	User Type
cd880345-6c8a-4fef-835c-cf65ac1a0d65	SYSTEM	-1	WASON_INITIAL	"[{""value"": ""2"", ""checked"": false}, {""value"": ""U"", ""checked"": false}, {""value"": ""3"", ""checked"": false}, {""value"": ""T"", ""checked"": false}]"	UKN	2021-06-15 16:13:56.696167+00:00	
364a6e7f-75c0-49bf-98a3-7ba4bbd681cb	Panda	f61e52f0bb944a2a88e09689ee95862a	JOIN_ROOM		USR_ONBOARDING	2021-06-15 16:14:00.174695+00:00	participant
b16c7e39-dfc4-4e86-90b3-25239a9ff7f4	Panda	f61e52f0bb944a2a88e09689ee95862a	WASON_GAME	[{'value': '2', 'checked': True}, {'value': 'U', 'checked': False}, {'value': '3', 'checked': False}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:14:54.513035+00:00	participant
77482d57-2c83-4c4e-b333-d511f8c86f63	Chipmunk	8f33498788b84e9c91cc21804340532a	JOIN_ROOM		USR_ONBOARDING	2021-06-15 16:16:47.393831+00:00	participant
4e2b2c1e-1e84-4e7c-9ead-f9d021a18eea	Panda	f61e52f0bb944a2a88e09689ee95862a	WASON_GAME	[{'value': '2', 'checked': True}, {'value': 'U', 'checked': True}, {'value': '3', 'checked': False}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:17:08.706997+00:00	participant
7b20f483-05f0-4043-8dd0-e528c9dd3bc2	Chipmunk	8f33498788b84e9c91cc21804340532a	WASON_GAME	[{'value': '2', 'checked': False}, {'value': 'U', 'checked': True}, {'value': '3', 'checked': False}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:17:28.251572+00:00	participant
b0ad3a10-5708-45b3-a712-9d35d91c7088	Chipmunk	8f33498788b84e9c91cc21804340532a	WASON_GAME	[{'value': '2', 'checked': True}, {'value': 'U', 'checked': True}, {'value': '3', 'checked': False}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:17:29.542134+00:00	participant
1657dd6c-7e4f-4c20-bcac-ee4e00af0759	Chipmunk	8f33498788b84e9c91cc21804340532a	WASON_SUBMIT	[{'value': '2', 'checked': True}, {'value': 'U', 'checked': True}, {'value': '3', 'checked': False}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:17:31.296848+00:00	participant
fb60cdb1-ca23-4420-bb30-304e871675ee	Panda	f61e52f0bb944a2a88e09689ee95862a	WASON_GAME	[{'value': '2', 'checked': True}, {'value': 'U', 'checked': True}, {'value': '3', 'checked': True}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:17:46.981998+00:00	participant
a0b18e30-7cc6-4a46-b409-8b6dccb9e9e2	Panda	f61e52f0bb944a2a88e09689ee95862a	WASON_SUBMIT	[{'value': '2', 'checked': True}, {'value': 'U', 'checked': True}, {'value': '3', 'checked': True}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:17:49.337468+00:00	participant
6784c210-c9fd-4898-834b-8ebd4d7a673e	Chipmunk	8f33498788b84e9c91cc21804340532a	WASON_GAME	[{'value': '2', 'checked': True}, {'value': 'U', 'checked': True}, {'value': '3', 'checked': True}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:17:50.635431+00:00	participant
e854d4d3-531c-43a7-b689-6e57ead838eb	Chipmunk	8f33498788b84e9c91cc21804340532a	WASON_SUBMIT	[{'value': '2', 'checked': True}, {'value': 'U', 'checked': True}, {'value': '3', 'checked': True}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:17:51.568610+00:00	participant
580c4996-54d3-4719-a582-2e2d6a3fea0d	Butterfly	07fe3b6d8a1941bd8b11451764faf1b2	JOIN_ROOM		USR_ONBOARDING	2021-06-15 16:23:16.504436+00:00	participant
3fe190a3-a756-4626-a30c-54051c0e9999	SYSTEM	-1	ROUTING_TIMER_STARTED	1	UKN	2021-06-15 16:23:16.777881+00:00	
5208b6f7-3fa7-47ec-9481-ba3405c806f5	Butterfly	07fe3b6d8a1941bd8b11451764faf1b2	WASON_GAME	[{'value': '2', 'checked': False}, {'value': 'U', 'checked': True}, {'value': '3', 'checked': False}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:24:07.007395+00:00	participant
cc5aa744-4599-4116-9dbb-e5a7b9f4e394	Butterfly	07fe3b6d8a1941bd8b11451764faf1b2	WASON_GAME	[{'value': '2', 'checked': True}, {'value': 'U', 'checked': True}, {'value': '3', 'checked': False}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:24:09.381566+00:00	participant
8c917550-14bd-4437-bb6a-ec69d5b4fb29	Panda	f61e52f0bb944a2a88e09689ee95862a	ROUTING_TIMER_ELAPSED	[{'value': '2', 'checked': True}, {'value': 'U', 'checked': True}, {'value': '3', 'checked': True}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:24:16.897755+00:00	participant
4ebdeb80-f0b7-4027-8763-fb41bad828ae	Butterfly	07fe3b6d8a1941bd8b11451764faf1b2	ROUTING_TIMER_ELAPSED		USR_ONBOARDING	2021-06-15 16:24:17.501409+00:00	participant
d7b8d960-1a5b-4c30-b351-14870cf0816f	Chipmunk	8f33498788b84e9c91cc21804340532a	ROUTING_TIMER_ELAPSED	[{'value': '2', 'checked': True}, {'value': 'U', 'checked': True}, {'value': '3', 'checked': True}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:24:17.781163+00:00	participant
deb7e30f-28d1-4393-9a5b-542b566779a1	Butterfly	07fe3b6d8a1941bd8b11451764faf1b2	WASON_SUBMIT	[{'value': '2', 'checked': True}, {'value': 'U', 'checked': True}, {'value': '3', 'checked': False}, {'value': 'T', 'checked': False}]	USR_ONBOARDING	2021-06-15 16:24:30.970926+00:00	participant
57a096f4-5c36-4967-b0da-6d94ada59b60	SYSTEM	-1	FINISHED_ONBOARDING	7	UKN	2021-06-15 16:24:31.319452+00:00	
70b65061-d29d-4c93-8af0-84c4fa2fbf0f	Chipmunk	8f33498788b84e9c91cc21804340532a	CHAT_MESSAGE	{'message': 'I think that i need to test the card with the vowel and the even number', 'annotation': 'no_annotation'}	USR_PLAYING	2021-06-15 16:25:03.282964+00:00	participant
b6049b22-2c3d-4f89-862c-805157aa641c	Panda	f61e52f0bb944a2a88e09689ee95862a	CHAT_MESSAGE	{'message': 'I have the first three chosen to fully test the vowel/number rule. What do you two have?', 'annotation': 'no_annotation'}	USR_PLAYING	2021-06-15 16:25:08.628619+00:00	participant
2341dd25-e88c-4b53-8bd8-941a5f891588	Butterfly	07fe3b6d8a1941bd8b11451764faf1b2	CHAT_MESSAGE	{'message': 'Hi, so clearly you would need to flip the vowel (U) to see if there is an even number on the other side. ', 'annotation': 'no_annotation'}	USR_PLAYING	2021-06-15 16:25:18.727198+00:00	participant
4848ec0e-64b5-455a-92c3-2bf4da5e4c21	Chipmunk	8f33498788b84e9c91cc21804340532a	CHAT_MESSAGE	{'message': 'i think maybe the first 3 as well, but do we actually have to test the inverse of the rule to see if the rule is true?', 'annotation': 'no_annotation'}	USR_PLAYING	2021-06-15 16:25:28.919619+00:00	participant
5521321d-6a89-484d-ac97-710a88a8278d	Butterfly	07fe3b6d8a1941bd8b11451764faf1b2	CHAT_MESSAGE	"{'message': ""You'd also need to flip the 2 to see if there's a vowel on the other side. Since this doesn't concern constanants or odd numbers, we don't need to flip those cards/it's moot"", 'annotation': 'no_annotation'}"	USR_PLAYING	2021-06-15 16:25:58.174650+00:00	participant
6dbb7ce4-f15c-4823-b79d-ea8aed715333	Panda	f61e52f0bb944a2a88e09689ee95862a	CHAT_MESSAGE	{'message': 'The letter/number rule is the one we need to test', 'annotation': 'no_annotation'}	USR_PLAYING	2021-06-15 16:26:03.948888+00:00	participant
