MESSAGE_ID	USER_NAME	USER_ID	MESSAGE_TYPE	CONTENT	USER_STATUS	TIMESTAMP	User Type
9cf73ffc-8f65-4af6-bfb7-76c333b04c24	SYSTEM	-1	WASON_INITIAL	"[{""value"": ""6"", ""checked"": false}, {""value"": ""E"", ""checked"": false}, {""value"": ""N"", ""checked"": false}, {""value"": ""5"", ""checked"": false}]"	UKN	2021-06-19 16:38:49.266723+00:00	
11f8cbd9-977b-4d66-aa05-248af0ee1820	Raven	351d31fd0d9f4bac98f07b1a8aa18305	JOIN_ROOM		USR_ONBOARDING	2021-06-19 16:38:51.322829+00:00	participant
c3791886-5d92-4944-beb2-7d366c5670c6	Raven	351d31fd0d9f4bac98f07b1a8aa18305	WASON_GAME	[{'value': '6', 'checked': False}, {'value': 'E', 'checked': False}, {'value': 'N', 'checked': False}, {'value': '5', 'checked': True}]	USR_ONBOARDING	2021-06-19 16:39:30.465197+00:00	participant
740df0f6-1061-4852-a579-e79df2276f22	Raven	351d31fd0d9f4bac98f07b1a8aa18305	WASON_GAME	[{'value': '6', 'checked': False}, {'value': 'E', 'checked': True}, {'value': 'N', 'checked': False}, {'value': '5', 'checked': True}]	USR_ONBOARDING	2021-06-19 16:39:32.070381+00:00	participant
787f9f12-757e-46df-96ea-1118b830b756	Raven	351d31fd0d9f4bac98f07b1a8aa18305	WASON_SUBMIT	[{'value': '6', 'checked': False}, {'value': 'E', 'checked': True}, {'value': 'N', 'checked': False}, {'value': '5', 'checked': True}]	USR_ONBOARDING	2021-06-19 16:40:02.903866+00:00	participant
3a1c8854-b056-4b02-a01e-29f6455e9978	Guinea pig	dba67321a86e4d08975a70566b345156	JOIN_ROOM		USR_ONBOARDING	2021-06-19 16:40:26.675640+00:00	participant
db86bb1e-e7b6-4c28-b3f3-63864e4807ce	Ox	40e7bb5a428845d6b8481fcfcb141f63	JOIN_ROOM		USR_ONBOARDING	2021-06-19 16:40:55.517702+00:00	participant
12f1ed7c-e327-49b0-ad2a-8543b3bd86db	SYSTEM	-1	ROUTING_TIMER_STARTED	1	UKN	2021-06-19 16:40:55.790456+00:00	
1ff9a351-f84f-4b98-8f12-f4fc106f48b2	Ox	40e7bb5a428845d6b8481fcfcb141f63	WASON_GAME	[{'value': '6', 'checked': True}, {'value': 'E', 'checked': False}, {'value': 'N', 'checked': False}, {'value': '5', 'checked': False}]	USR_ONBOARDING	2021-06-19 16:41:08.824504+00:00	participant
df109759-485b-485a-822d-97e3dda76119	Ox	40e7bb5a428845d6b8481fcfcb141f63	WASON_GAME	[{'value': '6', 'checked': False}, {'value': 'E', 'checked': False}, {'value': 'N', 'checked': False}, {'value': '5', 'checked': False}]	USR_ONBOARDING	2021-06-19 16:41:11.914655+00:00	participant
9b8464f0-5c22-425e-a6f9-14a550d1a73c	Ox	40e7bb5a428845d6b8481fcfcb141f63	WASON_GAME	[{'value': '6', 'checked': True}, {'value': 'E', 'checked': False}, {'value': 'N', 'checked': False}, {'value': '5', 'checked': False}]	USR_ONBOARDING	2021-06-19 16:41:24.234080+00:00	participant
d68c514b-a603-452a-8a15-90237380a038	Ox	40e7bb5a428845d6b8481fcfcb141f63	WASON_SUBMIT	[{'value': '6', 'checked': True}, {'value': 'E', 'checked': False}, {'value': 'N', 'checked': False}, {'value': '5', 'checked': False}]	USR_ONBOARDING	2021-06-19 16:41:24.904726+00:00	participant
4c99edb4-007a-4c23-b930-229f350f1ba9	Ox	40e7bb5a428845d6b8481fcfcb141f63	WASON_SUBMIT	[{'value': '6', 'checked': True}, {'value': 'E', 'checked': False}, {'value': 'N', 'checked': False}, {'value': '5', 'checked': False}]	USR_ONBOARDING	2021-06-19 16:41:28.834361+00:00	participant
f2565d27-e425-4b93-ba65-1526dc10e0a4	Ox	40e7bb5a428845d6b8481fcfcb141f63	LEAVE_ROOM		USR_ONBOARDING	2021-06-19 16:41:28.894095+00:00	participant
9970b33f-9260-4b8c-b282-cf9b6b7c94f7	Guinea pig	dba67321a86e4d08975a70566b345156	WASON_GAME	[{'value': '6', 'checked': False}, {'value': 'E', 'checked': True}, {'value': 'N', 'checked': False}, {'value': '5', 'checked': False}]	USR_ONBOARDING	2021-06-19 16:41:30.307704+00:00	participant
3b3f2d8e-266e-4e21-afde-f55e1bb2ccf7	Guinea pig	dba67321a86e4d08975a70566b345156	WASON_GAME	[{'value': '6', 'checked': True}, {'value': 'E', 'checked': True}, {'value': 'N', 'checked': False}, {'value': '5', 'checked': False}]	USR_ONBOARDING	2021-06-19 16:41:38.957965+00:00	participant
